CNPJ;Nome;UF do sancionado;Motivo do impedimento;Órgão;Nº do Convênio
63.104.020/0001-22;ASSOCIACAO DE DESENVOLVIMENTO SUSTENTAVEL E SOLIDARIO DA REGIAO SISALEIRA - APAEB;BA;UTILIZOU OS RECURSOS EM DESACORDO C/PROG TRAB;Ministério do Turismo - Unidades com vínculo direto;407364
63.104.020/0001-22;ASSOCIACAO DE DESENVOLVIMENTO SUSTENTAVEL E SOLIDARIO DA REGIAO SISALEIRA - APAEB;BA;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;509742
63.104.020/0001-22;ASSOCIACAO DE DESENVOLVIMENTO SUSTENTAVEL E SOLIDARIO DA REGIAO SISALEIRA - APAEB;BA;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;564143
63.104.020/0001-22;ASSOCIACAO DE DESENVOLVIMENTO SUSTENTAVEL E SOLIDARIO DA REGIAO SISALEIRA - APAEB;BA;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;540911
07.162.493/0001-05;ASSOCIACAO DE ESTUDOS COSTEIROS E MARINHOS DOS ABROLHOS - ECOMAR;BA;MOTIVO NÃO ESPECIFICADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;752518
07.162.493/0001-05;ASSOCIACAO DE ESTUDOS COSTEIROS E MARINHOS DOS ABROLHOS - ECOMAR;BA;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;598516
07.465.918/0001-55;ASSOCIACAO DE INCLUSAO SOCIAL DA BAHIA - AISB;BA;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Educação - Unidades com vínculo direto;579417
05.608.822/0001-73;ASSOCIACAO DE KITESURF DO CEARA (AKC);CE;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Turismo - Unidades com vínculo direto;532106
04.749.704/0001-12;ASSOCIACAO DE MICROCREDITO E DESENVOLVIMENTO SOCIO-ECONOMICO DE ALAGOAS;AL;MOTIVO NÃO ESPECIFICADO;Ministério da Economia - Unidades com vínculo direto;702052
04.673.309/0001-01;ASSOCIACAO DE MORADORES AGROEXTRATIVISTA DA COMUNIDADE DA PONTA DO CAMPO, LAGO DO CAPANA GRANDE;AM;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério do Meio Ambiente - Unidades com vínculo direto;488287
15.237.795/0001-23;ASSOCIACAO DE MULHERES E AMIGOS DE FAZENDA COUTOS;BA;IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO;Ministério da Justiça e Segurança Pública - Unidades com vínculo direto;-1
42.048.488/0001-77;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS CANDEIAS;BA;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Educação - Unidades com vínculo direto;484281
01.619.799/0001-61;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MANACAP;AM;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;498135
00.838.531/0001-58;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPICIONAIS DE TEFE;AM;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Educação - Unidades com vínculo direto;333700
04.626.320/0001-02;ASSOCIACAO DE PECUARISTAS DE ENVIRA;AM;MOTIVO NÃO ESPECIFICADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;741956
13.248.893/0001-30;ASSOCIACAO DE PROTECAO A MATERNIDADE E A INF DE SAPEACU;BA;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Economia - Unidades com vínculo direto;-1
09.299.944/0001-86;ASSOCIACAO DE RADIODIFUSAO COMUNITARIA DOS AMIGOS DE IARA;CE;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério do Turismo - Unidades com vínculo direto;724704
84.091.545/0001-40;ASSOCIACAO DE SILVES PELA PRESERVACAO AMBIENTAL CULTURA;AM;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;700232
05.013.766/0001-24;ASSOCIACAO DO CONSELHO DOS ASSENTADOS DO PROJETO AQUIDABAM- CONAPA;AM;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;485082
07.466.526/0001-00;ASSOCIACAO DO DESENVOLVIMENTO DOS JOVENS DA BAHIA - ADJB;BA;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Educação - Unidades com vínculo direto;579426
02.878.503/0001-90;ASSOCIACAO DO NUCLEO DA MULHER;BA;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;657952
35.564.715/0001-51;ASSOCIACAO DOM BOSCO;AL;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;550859
06.964.475/0001-84;ASSOCIACAO DOS ABATEDORES E COMERCIALIZADORES DE CARNE E DERIVADOS NO MUNICIPIO DE IPIRA;BA;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;530899
09.067.041/0001-70;ASSOCIACAO DOS AGENTES DO MEIO AMBIENTE DE PACATUBA;CE;MOTIVO NÃO ESPECIFICADO;Ministério da Saúde - Unidades com vínculo direto;752814
02.939.956/0001-89;ASSOCIACAO DOS AGRICULTORES, AGRICULTORAS E FAMILIARES DO PROJETO DE ASSENTAMENTO DO PAQUEQUER;AM;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;455174
07.550.585/0001-62;ASSOCIACAO DOS AMIGOS DE QUITERIANOPOLIS;CE;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Turismo - Unidades com vínculo direto;567284
05.869.188/0001-22;ASSOCIACAO DOS AMIGOS DO INPA;AM;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;633197
05.869.188/0001-22;ASSOCIACAO DOS AMIGOS DO INPA;AM;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;591025
05.869.188/0001-22;ASSOCIACAO DOS AMIGOS DO INPA;AM;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;543734
05.869.188/0001-22;ASSOCIACAO DOS AMIGOS DO INPA;AM;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;530209
05.869.188/0001-22;ASSOCIACAO DOS AMIGOS DO INPA;AM;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;554856
01.964.874/0001-21;ASSOCIACAO DOS CAFEICULTORES DO MUNICIPIO DE PIATA;BA;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;523958
23.085.855/0001-68;ASSOCIACAO DOS DEFICIENTES VISUAIS DO AMAPA;AP;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;400692
40.593.204/0001-06;ASSOCIACAO DOS GREMIOS ESTUDANTIS SECUNDARISTAS DA BA;BA;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;329274
03.552.356/0001-26;ASSOCIACAO DOS GRUPOS CULTURAIS E ENTIDADES NEGRAS DE U. DOS PALMARES;AL;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;622485
04.177.720/0001-88;ASSOCIACAO DOS HOTEIS E POUSADAS DO MUNICIPIO DE TRAIRI-CE;CE;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;702234
09.329.632/0001-78;ASSOCIACAO DOS MORADORES E AMIGOS DA C DE CANAFISTULA;AL;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;553978
05.230.577/0001-03;ASSOCIACAO DOS MORADORES INDIGENAS DE ATALAIA DO NORTE;AM;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Saúde - Unidades com vínculo direto;512888
05.132.472/0001-11;ASSOCIACAO DOS MUNICIPIOS DO VALE DO CURU E SERRA DA URUBURETAMA-AMVCSU;CE;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;648077
08.307.907/0001-00;ASSOCIACAO DOS PEQUENOS PRODUTORES DE LEITE DE PAUS PRETOS;AL;O CONVENENTE TEVE SUA P.C. APROVADA;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;730400
63.694.129/0001-67;ASSOCIACAO DOS PISCICULTORES DO ESTADO DO AMAZONAS;AM;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;615267
84.413.400/0001-19;ASSOCIACAO DOS POVOS INDIGENAS DE OIAPOQUE APIO;AP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;438854
84.413.400/0001-19;ASSOCIACAO DOS POVOS INDIGENAS DE OIAPOQUE APIO;AP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;469420
84.413.400/0001-19;ASSOCIACAO DOS POVOS INDIGENAS DE OIAPOQUE APIO;AP;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Saúde - Unidades com vínculo direto;479167
84.413.400/0001-19;ASSOCIACAO DOS POVOS INDIGENAS DE OIAPOQUE APIO;AP;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Saúde - Unidades com vínculo direto;473783
84.413.400/0001-19;ASSOCIACAO DOS POVOS INDIGENAS DE OIAPOQUE APIO;AP;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Saúde - Unidades com vínculo direto;445969
84.413.400/0001-19;ASSOCIACAO DOS POVOS INDIGENAS DE OIAPOQUE APIO;AP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;438853
00.728.076/0001-38;ASSOCIACAO DOS POVOS INDIGENAS DE TUMUCUMAQUE;AP;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Saúde - Unidades com vínculo direto;562407
04.867.340/0001-75;ASSOCIACAO DOS PRODUTORES DE CACAU - APC;BA;MOTIVO NÃO ESPECIFICADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;753292
08.662.641/0001-13;ASSOCIACAO DOS PRODUTORES DE LEITE DE OURO BRANCO - APROLEITE;AL;O CONVENENTE TEVE SUA P.C. APROVADA;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;732663
03.970.366/0001-81;ASSOCIACAO DOS PRODUTORES DO ASSENTAMENTO LUIS NUNES-APALN;BA;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;586587
07.168.944/0001-11;ASSOCIACAO DOS PRODUTORES RURAIS DE CANA DE ACUCAR DO MUNICIPIO DE EIRUNEPE;AM;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;615294
14.289.466/0001-63;ASSOCIACAO DOS PRODUTORES RURAIS DOM MOACIR GRECHI;AC;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério do Meio Ambiente - Unidades com vínculo direto;416848
34.925.172/0001-98;ASSOCIACAO DOS TRABALHADORES DO ASSENTAMENTO AGRO-EXTRATI-VISTA MARACA;AP;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério do Meio Ambiente - Unidades com vínculo direto;402232
04.793.367/0001-60;ASSOCIACAO DOS TRABALHADORES RURAIS DO ASSENTAMENTO SAO FRANCISCO;BA;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;587230
04.167.336/0001-02;ASSOCIACAO DOS USUARIOS DO DISTRITO DE IRRIGACAO DO PERIMETRO IRRIGADO CURU PENTECOSTE;CE;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;506177
02.988.701/0001-06;ASSOCIACAO ENCINE;CE;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Cidadania - Unidades com vínculo direto;520019
02.571.892/0001-06;ASSOCIACAO ESCOLA BRASIL PROFISSIONAL;BA;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;600343
02.194.683/0001-90;ASSOCIACAO FLORA BRASIL;BA;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;649503
05.473.517/0001-11;ASSOCIACAO FOLCLORICA BOI BUMBA GARANTIDO;AM;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;526394
84.102.623/0001-65;ASSOCIACAO FOLCLORICA QUADRILHAS E DANCAS DE PARINTINS;AM;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Turismo - Unidades com vínculo direto;651004
07.761.858/0001-18;ASSOCIACAO GRUPO GAY DE LAURO DE FREITAS;BA;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;569038
05.271.613/0001-87;ASSOCIACAO INSTITUTO DE PROMOCAO HUMANA DO SUL DA BAHIA - MATER;BA;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Educação - Unidades com vínculo direto;598480
02.868.559/0001-63;ASSOCIACAO INTERMUNICIPAL DOS GARIMPEIROS DO MEDIO SAO FRANCISCO - AGAMESF;BA;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;744327
14.449.300/0001-67;ASSOCIACAO MAIRIENSE DE ASSISTENCIA;BA;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Economia - Unidades com vínculo direto;-1
05.781.436/0001-89;ASSOCIACAO MONSENHOR DIOMEDES;CE;MOTIVO NÃO ESPECIFICADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;728024
02.561.067/0001-20;ASSOCIACAO NACIONAL DAS BAIANAS DE ACARAJE , MINGAU  ,RECEPTIVO E SIMILARES;BA;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;750188
03.895.226/0001-96;ASSOCIACAO NACIONAL DOS ADVOGADOS AFRO-DESCENDENTES - ANAAD;BA;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Cidadania - Unidades com vínculo direto;538750
08.656.579/0001-57;ASSOCIACAO ORGANIZACAO NAO GOVERNAMENTAL NYMUENDAJU;AM;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;775289
08.656.579/0001-57;ASSOCIACAO ORGANIZACAO NAO GOVERNAMENTAL NYMUENDAJU;AM;MOTIVO NÃO ESPECIFICADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;738584
08.656.579/0001-57;ASSOCIACAO ORGANIZACAO NAO GOVERNAMENTAL NYMUENDAJU;AM;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;777047
08.116.783/0001-85;ASSOCIACAO PARA O DESENVOLVIMENTO IMOBILIARIO E TURISTICO DO BRASIL;AL;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;732282
02.054.580/0001-25;ASSOCIACAO PESTALOZZI DE SAO SEBASTIAO DO PASSE;BA;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Educação - Unidades com vínculo direto;488787
03.362.471/0001-38;ASSOCIACAO POLITECNICA DE APOIO AO DESENVOLVIMENTO - APAD;BA;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Educação - Unidades com vínculo direto;527185
04.889.776/0001-65;ASSOCIACAO PORTEIRENSE DE AGROECOLOGIA;CE;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;651204
01.606.434/0001-00;ASSOCIACAO PRADENSE DE PROTECAO AMBIENTAL;BA;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério do Meio Ambiente - Unidades com vínculo direto;487428
06.175.568/0001-20;ASSOCIACAO RECREATIVA E CULTURAL MAMELUCO;AC;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;523561
42.693.911/0001-91;ASSOCIACAO RIACHENSE DE ARTESAOS;BA;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;700247
00.888.496/0001-81;ASSOCIACAO RURAL DE CAMPO GRANDE;BA;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;317830
13.392.915/0001-31;ASSOCIACAO RURAL SOCIAL DE CALDAS DO JORRO;BA;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;401486
02.176.472/0001-25;ASSOCIACAO SERVICOS E COOPERACAO COM O POVO YANOMANI-SECOYA;AM;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Saúde - Unidades com vínculo direto;412663
04.270.277/0001-95;ASSOCIACAO SOLIDARIOS PELA VIDA;BA;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;418748
14.168.785/0001-10;ASSOCIACAO STA ISABEL DAS SRAS DE CARIDADE DE ILHEUS;BA;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Saúde - Unidades com vínculo direto;443040
34.281.915/0001-34;ASSOCIACAO TENDA DE OLORUM;BA;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;703677
04.506.196/0001-41;CANDEEIRO ACESO;AL;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;522774
04.958.051/0001-81;CASA DAS ARTES ILE AIO;BA;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;622548
04.958.051/0001-81;CASA DAS ARTES ILE AIO;BA;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;751692
05.875.494/0001-71;CASA DE CINEMA DA BAHIA;BA;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;596976
00.927.080/0001-25;CATAVENTO COMUNICACAO E EDUCACAO;CE;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;533925
13.069.323/0001-83;CECUP - CENTRO DE EDUCACAO E CULTURA POPULAR;BA;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;599772
13.069.323/0001-83;CECUP - CENTRO DE EDUCACAO E CULTURA POPULAR;BA;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;726173
07.080.251/0001-72;CEDISC CENTRO DE DESENVOLVIMENTO INTEGRADO SOCIAL E CULTURAL;CE;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;635850
06.268.816/0001-87;CEDRO - CENTRO DE ECODESENVOLVIMENTO;BA;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério do Meio Ambiente - Unidades com vínculo direto;813631
07.138.190/0001-57;CENEA CENTRO DE ENERGIAS ALTERNATIVAS E MEIO AMBIENTE;CE;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério de Minas e Energia - Unidades com vínculo direto;538474
84.300.649/0001-18;CENTRAL DE ASSOC DOS PROD RUR EPITACIOLANDIA BRASILEIA;AC;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério do Meio Ambiente - Unidades com vínculo direto;420575
13.241.815/0001-04;CENTRAL NACIONAL DOS PRODUTORRES DE CACAU;BA;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;301747
07.467.183/0001-07;CENTRAL UNICA DAS FAVELAS DE FORTALEZA;CE;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Justiça e Segurança Pública - Unidades com vínculo direto;636475
07.467.183/0001-07;CENTRAL UNICA DAS FAVELAS DE FORTALEZA;CE;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Justiça e Segurança Pública - Unidades com vínculo direto;657248
07.467.183/0001-07;CENTRAL UNICA DAS FAVELAS DE FORTALEZA;CE;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;655095
05.930.943/0001-37;CENTRO ACREANO DE INCLUSAO SOCIAL;AC;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Cidadania - Unidades com vínculo direto;580900
05.930.943/0001-37;CENTRO ACREANO DE INCLUSAO SOCIAL;AC;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Cidadania - Unidades com vínculo direto;579974
05.930.943/0001-37;CENTRO ACREANO DE INCLUSAO SOCIAL;AC;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Saúde - Unidades com vínculo direto;507083
05.930.943/0001-37;CENTRO ACREANO DE INCLUSAO SOCIAL;AC;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Saúde - Unidades com vínculo direto;507084
05.930.943/0001-37;CENTRO ACREANO DE INCLUSAO SOCIAL;AC;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;532334
02.171.509/0001-22;CENTRO AGROECOLOGICO DO LITORAL NORTE;BA;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;629093
13.451.109/0001-97;CENTRO COMUNITARIO PEDRO BATISTA;BA;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;496527
13.323.159/0001-99;CENTRO CULTURA EM DESENVOLVIMENTO ESCOLOGIA;BA;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;524375
35.561.174/0001-08;CENTRO DE APOIO A CRIANCA E ADOLESCENTE DA VILA BREJAL;AL;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Justiça e Segurança Pública - Unidades com vínculo direto;-1
35.561.174/0001-08;CENTRO DE APOIO A CRIANCA E ADOLESCENTE DA VILA BREJAL;AL;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Justiça e Segurança Pública - Unidades com vínculo direto;-1
42.753.467/0001-52;CENTRO DE APOIO AOS INTERESSES COMUNITARIOS DE SANTALUZ;BA;NAO APRESENTOU O RELATORIO FISICO-FINANCEIRO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;514482
16.442.626/0001-98;CENTRO DE APOIO AOS TRABALHADORES RURAIS DA REGIAO DE FEIRA DE SANTANA;BA;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;707837
05.766.149/0001-08;CENTRO DE ATIVIDADES SOCIAIS, PRODUTIVAS E COMERCIAIS DOS PRODUTORES AUTONOMOS DE CAMACARI;BA;MOTIVO NÃO ESPECIFICADO;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;750096
05.577.699/0001-70;CENTRO DE CIENCIA, TECNOLOGIA E INOVACAO DO POLO INDUSTRIAL DE MANAUS;AM;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Economia - Unidades com vínculo direto;702115
05.577.699/0001-70;CENTRO DE CIENCIA, TECNOLOGIA E INOVACAO DO POLO INDUSTRIAL DE MANAUS;AM;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Economia - Unidades com vínculo direto;749737
05.577.699/0001-70;CENTRO DE CIENCIA, TECNOLOGIA E INOVACAO DO POLO INDUSTRIAL DE MANAUS;AM;UTILIZOU OS RECURSOS EM DESACORDO C/PROG TRAB;Ministério da Economia - Unidades com vínculo direto;541206
05.577.699/0001-70;CENTRO DE CIENCIA, TECNOLOGIA E INOVACAO DO POLO INDUSTRIAL DE MANAUS;AM;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Economia - Unidades com vínculo direto;713676
13.038.435/0001-77;CENTRO DE ESTUDO PESQUISA E ACAO SOCIO CULTURAL;BA;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;524421
02.427.488/0001-63;CENTRO DE INTEGRACAO, INCLUSAO E PROMOCAO SOCIAL - CIPS;BA;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;736437
